发卡行号,发卡行名,产品名,卡号长度,卡BIN长度,卡BIN取值,卡种代码,卡种
01050000,中国建设银行,VISA准贷记金卡,16,6,491031,3,准贷记卡
01050000,中国建设银行,乐当家,16,6,524094,1,借记卡
01050000,中国建设银行,乐当家,16,6,526410,1,借记卡
01050000,中国建设银行,MASTER准贷记卡,16,5,53242,3,准贷记卡
01050000,中国建设银行,乐当家,16,5,53243,3,准贷记卡
01050000,中国建设银行,准贷记金卡,16,6,544033,3,准贷记卡
01050000,中国建设银行,乐当家白金卡,16,6,552245,1,借记卡
01050000,中国建设银行,金融复合IC卡,19,6,589970,1,借记卡
01050000,中国建设银行,银联标准卡,19,6,620060,1,借记卡
01050000,中国建设银行,银联理财钻石卡,16,6,621080,1,借记卡
01050000,中国建设银行,金融IC卡,19,6,621081,1,借记卡
01050000,中国建设银行,理财白金卡,16,6,621466,1,借记卡
01050000,中国建设银行,社保IC卡,19,6,621467,1,借记卡
01050000,中国建设银行,财富卡私人银行卡,16,6,621488,1,借记卡
01050000,中国建设银行,理财金卡,16,6,621499,1,借记卡
01050000,中国建设银行,福农卡,19,6,621598,1,借记卡
01050000,中国建设银行,武警军人保障卡,19,6,621621,1,借记卡
01050000,中国建设银行,龙卡通,19,6,621700,1,借记卡
01050000,中国建设银行,银联储蓄卡,19,6,622280,1,借记卡
01050000,中国建设银行,龙卡储蓄卡(银联卡),19,6,622700,1,借记卡
01050000,中国建设银行,准贷记卡,16,6,622707,3,准贷记卡
01050000,中国建设银行,理财白金卡,16,6,622966,1,借记卡
01050000,中国建设银行,理财金卡,16,6,622988,1,借记卡
01050000,中国建设银行,准贷记卡普卡,16,6,625955,3,准贷记卡
01050000,中国建设银行,准贷记卡金卡,16,6,625956,3,准贷记卡
01050000,中国建设银行,龙卡信用卡,18,6,553242,2,贷记卡
01050000,中国建设银行,建行陆港通龙卡,16,6,621082,1,借记卡
01050001,中国建设银行,中国旅游卡,19,6,623211,1,借记卡
01050001,中国建设银行,普通高中学生资助卡,19,6,621673,1,借记卡
01053930,中国建设银行,龙卡储蓄卡,19,9,436742193,1,借记卡
01053930,中国建设银行,银联储蓄卡,19,9,622280193,1,借记卡
01059999,中国建设银行,龙卡JCB金卡,16,6,356896,2,贷记卡
01059999,中国建设银行,龙卡JCB白金卡,16,6,356899,2,贷记卡
01059999,中国建设银行,龙卡JCB普卡,16,6,356895,2,贷记卡
01059999,中国建设银行,龙卡贷记卡公司卡,16,6,436718,2,贷记卡
01059999,中国建设银行,龙卡贷记卡,16,6,436738,2,贷记卡
01059999,中国建设银行,龙卡国际普通卡VISA,16,6,436745,2,贷记卡
01059999,中国建设银行,龙卡国际金卡VISA,16,6,436748,2,贷记卡
01059999,中国建设银行,VISA白金信用卡,16,6,489592,2,贷记卡
01059999,中国建设银行,龙卡国际白金卡,16,6,531693,2,贷记卡
01059999,中国建设银行,龙卡国际普通卡MASTER,16,6,532450,2,贷记卡
01059999,中国建设银行,龙卡国际金卡MASTER,16,6,532458,2,贷记卡
01059999,中国建设银行,龙卡万事达金卡,16,6,544887,2,贷记卡
01059999,中国建设银行,龙卡贷记卡,16,6,552801,2,贷记卡
01059999,中国建设银行,龙卡万事达白金卡,16,6,557080,2,贷记卡
01059999,中国建设银行,龙卡贷记卡,16,6,558895,2,贷记卡
01059999,中国建设银行,龙卡万事达信用卡,16,6,559051,2,贷记卡
01059999,中国建设银行,龙卡人民币信用卡,16,6,622166,2,贷记卡
01059999,中国建设银行,龙卡人民币信用金卡,16,6,622168,2,贷记卡
01059999,中国建设银行,龙卡人民币白金卡,16,6,622708,2,贷记卡
01059999,中国建设银行,龙卡IC信用卡普卡,16,6,625964,2,贷记卡
01059999,中国建设银行,龙卡IC信用卡金卡,16,6,625965,2,贷记卡
01059999,中国建设银行,龙卡IC信用卡白金卡,16,6,625966,2,贷记卡
01059999,中国建设银行,龙卡银联公务卡普卡,16,6,628266,2,贷记卡
01059999,中国建设银行,龙卡银联公务卡金卡,16,6,628366,2,贷记卡
01059999,中国建设银行,中国旅游卡,16,6,625362,2,贷记卡
01059999,中国建设银行,中国旅游卡,16,6,625363,2,贷记卡
01059999,中国建设银行,龙卡IC公务卡,16,6,628316,2,贷记卡
01059999,中国建设银行,龙卡IC公务卡,16,6,628317,2,贷记卡
03010000,交通银行,交行预付卡,19,6,620021,4,预付费卡
03010000,交通银行,世博预付IC卡,19,6,620521,4,预付费卡
03010000,交通银行,太平洋互连卡,17,8,405512,1,借记卡
03010000,交通银行,太平洋信用卡,16,7,49104,2,贷记卡
03010000,交通银行,太平洋信用卡,16,7,53783,2,贷记卡
03010000,交通银行,太平洋万事顺卡,17,8,601428,1,借记卡
03010000,交通银行,太平洋互连卡(银联卡),17,6,405512,1,借记卡
03010000,交通银行,太平洋白金信用卡,16,6,434910,2,贷记卡
03010000,交通银行,太平洋双币贷记卡,16,6,458123,2,贷记卡
03010000,交通银行,太平洋双币贷记卡,16,6,458124,2,贷记卡
03010000,交通银行,太平洋信用卡,16,5,49104,2,贷记卡
03010000,交通银行,太平洋双币贷记卡,16,6,520169,2,贷记卡
03010000,交通银行,太平洋白金信用卡,16,6,522964,2,贷记卡
03010000,交通银行,太平洋信用卡,16,5,53783,2,贷记卡
03010000,交通银行,太平洋双币贷记卡,16,6,552853,2,贷记卡
03010000,交通银行,太平洋万事顺卡,17,6,601428,1,借记卡
03010000,交通银行,太平洋人民币贷记卡,16,6,622250,2,贷记卡
03010000,交通银行,太平洋人民币贷记卡,16,6,622251,2,贷记卡
03010000,交通银行,太平洋双币贷记卡,16,6,521899,2,贷记卡
03010000,交通银行,太平洋准贷记卡,16,6,622254,3,准贷记卡
03010000,交通银行,太平洋准贷记卡,16,6,622255,3,准贷记卡
03010000,交通银行,太平洋准贷记卡,16,6,622256,3,准贷记卡
03010000,交通银行,太平洋准贷记卡,16,6,622257,3,准贷记卡
03010000,交通银行,太平洋借记卡,17,6,622258,1,借记卡
03010000,交通银行,太平洋借记卡,17,6,622259,1,借记卡
03010000,交通银行,太平洋人民币贷记卡,16,6,622253,2,贷记卡
03010000,交通银行,太平洋借记卡,19,6,622261,1,借记卡
03010000,交通银行,太平洋MORE卡,16,6,622284,3,准贷记卡
03010000,交通银行,白金卡,16,6,622656,2,贷记卡
03010000,交通银行,交通银行公务卡普卡,16,6,628216,2,贷记卡
03010000,交通银行,太平洋人民币贷记卡,16,6,622252,2,贷记卡
03010000,交通银行,太平洋互连卡,17,8,66405512,1,借记卡
03010000,交通银行,太平洋信用卡,16,7,6649104,2,贷记卡
03010000,交通银行,太平洋借记卡,19,6,622260,1,借记卡
03010000,交通银行,太平洋万事顺卡,17,8,66601428,1,借记卡
03010000,交通银行,太平洋贷记卡(银联卡),16,6,955590,2,贷记卡
03010000,交通银行,太平洋贷记卡(银联卡),16,6,955591,2,贷记卡
03010000,交通银行,太平洋贷记卡(银联卡),16,6,955592,2,贷记卡
03010000,交通银行,太平洋贷记卡(银联卡),16,6,955593,2,贷记卡
03010000,交通银行,太平洋信用卡,16,7,6653783,2,贷记卡
03010000,交通银行,交通银行公务卡金卡,16,6,628218,2,贷记卡
03010000,交通银行,交银IC卡,19,6,622262,1,借记卡
03010344,交通银行香港分行,交通银行港币借记卡,19,6,621069,1,借记卡
03010344,交通银行香港分行,港币礼物卡,16,6,620013,1,借记卡
03010344,交通银行香港分行,双币种信用卡,16,6,625028,2,贷记卡
03010344,交通银行香港分行,双币种信用卡,16,6,625029,2,贷记卡
03010344,交通银行香港分行,双币卡,19,6,621436,1,借记卡
03010344,交通银行香港分行,银联人民币卡,19,6,621002,1,借记卡
03010446,交通银行澳门分行,银联借记卡,19,6,621335,1,借记卡
03020000,中信银行,中信借记卡,16,6,433670,1,借记卡
03020000,中信银行,中信借记卡,16,6,433680,1,借记卡
03020000,中信银行,中信国际借记卡,16,6,442729,1,借记卡
03020000,中信银行,中信国际借记卡,16,6,442730,1,借记卡
03020000,中信银行,中国旅行卡,16,6,620082,1,借记卡
03020000,中信银行,中信借记卡(银联卡),16,6,622690,1,借记卡
03020000,中信银行,中信借记卡(银联卡),16,6,622691,1,借记卡
03020000,中信银行,中信贵宾卡(银联卡),16,6,622692,1,借记卡
03020000,中信银行,中信理财宝金卡,16,6,622696,1,借记卡
03020000,中信银行,中信理财宝白金卡,16,6,622698,1,借记卡
03020000,中信银行,中信钻石卡,16,6,622998,1,借记卡
03020000,中信银行,中信钻石卡,16,6,622999,1,借记卡
03020000,中信银行,中信借记卡,16,6,433671,1,借记卡
03020000,中信银行,中信理财宝(银联卡),16,6,968807,1,借记卡
03020000,中信银行,中信理财宝(银联卡),16,6,968808,1,借记卡
03020000,中信银行,中信理财宝(银联卡),16,6,968809,1,借记卡
03020000,中信银行,借记卡,16,6,621771,1,借记卡
03020000,中信银行,理财宝IC卡,16,6,621767,1,借记卡
03020000,中信银行,理财宝IC卡,16,6,621768,1,借记卡
03020000,中信银行,理财宝IC卡,16,6,621770,1,借记卡
03020000,中信银行,理财宝IC卡,16,6,621772,1,借记卡
03020000,中信银行,理财宝IC卡,16,6,621773,1,借记卡
03020000,中信银行,主账户复合电子现金卡,19,6,620527,1,借记卡
03030000,光大银行,阳光卡,16,3,303,1,借记卡
03030000,光大银行,阳光商旅信用卡,16,6,356837,2,贷记卡
03030000,光大银行,阳光商旅信用卡,16,6,356838,2,贷记卡
03030000,光大银行,阳光商旅信用卡,16,6,486497,2,贷记卡
03030000,光大银行,阳光旅行卡,16,6,620085,1,借记卡
03030000,光大银行,阳光卡(银联卡),16,6,622660,1,借记卡
03030000,光大银行,阳光卡(银联卡),16,6,622662,1,借记卡
03030000,光大银行,阳光卡(银联卡),16,6,622663,1,借记卡
03030000,光大银行,阳光卡(银联卡),16,6,622664,1,借记卡
03030000,光大银行,阳光卡(银联卡),16,6,622665,1,借记卡
03030000,光大银行,阳光卡(银联卡),16,6,622666,1,借记卡
03030000,光大银行,阳光卡(银联卡),16,6,622667,1,借记卡
03030000,光大银行,阳光卡(银联卡),16,6,622669,1,借记卡
03030000,光大银行,阳光卡(银联卡),16,6,622670,1,借记卡
03030000,光大银行,阳光卡(银联卡),16,6,622671,1,借记卡
03030000,光大银行,阳光卡(银联卡),16,6,622672,1,借记卡
03030000,光大银行,阳光卡(银联卡),16,6,622668,1,借记卡
03030000,光大银行,阳光卡(银联卡),16,6,622661,1,借记卡
03030000,光大银行,阳光卡(银联卡),16,6,622674,1,借记卡
03030000,光大银行,阳光卡(银联卡),16,5,90030,1,借记卡
03030000,光大银行,阳光卡(银联卡),16,6,622673,1,借记卡
03030000,光大银行,借记卡普卡,16,6,620518,1,借记卡
03030000,光大银行,社会保障IC卡,16,6,621489,1,借记卡
03030000,光大银行,IC借记卡普卡,16,6,621492,1,借记卡
03030000,光大银行,手机支付卡,19,6,620535,1,借记卡
03030000,光大银行,借记IC卡钻石卡,16,6,623155,1,借记卡
03030000,光大银行,联名IC卡金卡,16,6,623157,1,借记卡
03030000,光大银行,联名IC卡白金卡,16,6,623158,1,借记卡
03030000,光大银行,联名IC卡钻石卡,16,6,623159,1,借记卡
03030000,光大银行,联名IC卡普卡,16,6,623156,1,借记卡
03030000,光大银行,借记IC卡白金卡,16,6,621490,1,借记卡
03030000,光大银行,借记IC卡金卡,16,6,621491,1,借记卡
03040000,华夏银行,华夏卡(银联卡),16,6,999999,1,借记卡
03040000,华夏银行,华夏白金卡,16,6,621222,1,借记卡
03040000,华夏银行,华夏普卡,16,6,623020,1,借记卡
03040000,华夏银行,华夏金卡,16,6,623021,1,借记卡
03040000,华夏银行,华夏白金卡,16,6,623022,1,借记卡
03040000,华夏银行,华夏钻石卡,16,6,623023,1,借记卡
03040000,华夏银行,华夏卡(银联卡),16,6,622630,1,借记卡
03040000,华夏银行,华夏至尊金卡(银联卡),16,6,622631,1,借记卡
03040000,华夏银行,华夏丽人卡(银联卡),16,6,622632,1,借记卡
03040000,华夏银行,华夏万通卡,16,6,622633,1,借记卡
03050000,民生银行,民生借记卡(银联卡),16,6,622615,1,借记卡
03050000,民生银行,民生银联借记卡－金卡,16,6,622616,1,借记卡
03050000,民生银行,钻石卡,16,6,622618,1,借记卡
03050000,民生银行,民生借记卡(银联卡),16,6,622622,1,借记卡
03050000,民生银行,民生借记卡(银联卡),16,6,622617,1,借记卡
03050000,民生银行,民生借记卡(银联卡),16,6,622619,1,借记卡
03050000,民生银行,民生借记卡,16,6,415599,1,借记卡
03050000,民生银行,民生国际卡,16,6,421393,1,借记卡
03050000,民生银行,民生国际卡(银卡),16,6,421865,1,借记卡
03050000,民生银行,民生国际卡(欧元卡),16,6,427570,1,借记卡
03050000,民生银行,民生国际卡(澳元卡),16,6,427571,1,借记卡
03050000,民生银行,民生国际卡,16,6,472067,1,借记卡
03050000,民生银行,民生国际卡,16,6,472068,1,借记卡
03050000,民生银行,薪资理财卡,16,6,622620,1,借记卡
03050000,民生银行,借记卡普卡,16,6,621691,1,借记卡
03050001,民生银行,民生MasterCard,16,6,545392,2,贷记卡
03050001,民生银行,民生MasterCard,16,6,545393,2,贷记卡
03050001,民生银行,民生MasterCard,16,6,545431,2,贷记卡
03050001,民生银行,民生MasterCard,16,6,545447,2,贷记卡
03050001,民生银行,民生JCB信用卡,16,6,356859,2,贷记卡
03050001,民生银行,民生JCB金卡,16,6,356857,2,贷记卡
03050001,民生银行,民生贷记卡(银联卡),16,6,407405,2,贷记卡
03050001,民生银行,民生贷记卡(银联卡),16,6,421869,2,贷记卡
03050001,民生银行,民生贷记卡(银联卡),16,6,421870,2,贷记卡
03050001,民生银行,民生贷记卡(银联卡),16,6,421871,2,贷记卡
03050001,民生银行,民生贷记卡(银联卡),16,6,512466,2,贷记卡
03050001,民生银行,民生JCB普卡,16,6,356856,2,贷记卡
03050001,民生银行,民生贷记卡(银联卡),16,6,528948,2,贷记卡
03050001,民生银行,民生贷记卡(银联卡),16,6,552288,2,贷记卡
03050001,民生银行,民生信用卡(银联卡),16,6,622600,2,贷记卡
03050001,民生银行,民生信用卡(银联卡),16,6,622601,2,贷记卡
03050001,民生银行,民生银联白金信用卡,16,6,622602,2,贷记卡
03050001,民生银行,民生贷记卡(银联卡),16,6,517636,2,贷记卡
03050001,民生银行,民生银联个人白金卡,16,6,622621,2,贷记卡
03050001,民生银行,公务卡金卡,16,6,628258,2,贷记卡
03050001,民生银行,民生贷记卡(银联卡),16,6,556610,2,贷记卡
03050001,民生银行,民生银联商务信用卡,16,6,622603,2,贷记卡
03050001,民生银行,民VISA无限卡,16,6,464580,2,贷记卡
03050001,民生银行,民生VISA商务白金卡,16,6,464581,2,贷记卡
03050001,民生银行,民生万事达钛金卡,16,6,523952,2,贷记卡
03050001,民生银行,民生万事达世界卡,16,6,545217,2,贷记卡
03050001,民生银行,民生万事达白金公务卡,16,6,553161,2,贷记卡
03050001,民生银行,民生JCB白金卡,16,6,356858,2,贷记卡
03050001,民生银行,银联标准金卡,16,6,622623,2,贷记卡
03050001,民生银行,银联芯片普卡,16,6,625911,2,贷记卡
03050001,民生银行,民生运通双币信用卡普卡,15,6,377152,2,贷记卡
03050001,民生银行,民生运通双币信用卡金卡,15,6,377153,2,贷记卡
03050001,民生银行,民生运通双币信用卡钻石卡,15,6,377158,2,贷记卡
03050001,民生银行,民生运通双币标准信用卡白金卡,15,6,377155,2,贷记卡
03050001,民生银行,银联芯片金卡,16,6,625912,2,贷记卡
03050001,民生银行,银联芯片白金卡,16,6,625913,2,贷记卡
03060000,广发银行,广发VISA信用卡,16,6,406365,2,贷记卡
03060000,广发银行,广发VISA信用卡,16,6,406366,2,贷记卡
03060000,广发银行,广发信用卡,16,6,428911,2,贷记卡
03060000,广发银行,广发信用卡,16,6,436768,2,贷记卡
03060000,广发银行,广发信用卡,16,6,436769,2,贷记卡
03060000,广发银行,广发VISA信用卡,16,6,487013,2,贷记卡
03060000,广发银行,广发信用卡,16,6,491032,2,贷记卡
03060000,广发银行,广发信用卡,16,6,491034,2,贷记卡
03060000,广发银行,广发信用卡,16,6,491035,2,贷记卡
03060000,广发银行,广发信用卡,16,6,491036,2,贷记卡
03060000,广发银行,广发信用卡,16,6,491037,2,贷记卡
03060000,广发银行,广发信用卡,16,6,491038,2,贷记卡
03060000,广发银行,广发信用卡,16,6,518364,2,贷记卡
03060000,广发银行,广发万事达信用卡,16,6,520152,2,贷记卡
03060000,广发银行,广发万事达信用卡,16,6,520382,2,贷记卡
03060000,广发银行,广发信用卡,16,6,548844,2,贷记卡
03060000,广发银行,广发万事达信用卡,16,6,552794,2,贷记卡
03060000,广发银行,广发银联标准金卡,16,6,622555,2,贷记卡
03060000,广发银行,广发银联标准普卡,16,6,622556,2,贷记卡
03060000,广发银行,广发银联标准真情金卡,16,6,622557,2,贷记卡
03060000,广发银行,广发银联标准白金卡,16,6,622558,2,贷记卡
03060000,广发银行,广发银联标准真情普卡,16,6,622559,2,贷记卡
03060000,广发银行,广发真情白金卡,16,6,622560,2,贷记卡
03060000,广发银行,广发理财通卡,19,6,622568,1,借记卡
03060000,广发银行,广发万事达信用卡,16,6,528931,2,贷记卡
03060000,广发银行,广发理财通,19,7,6858000,2,贷记卡
03060000,广发银行,广发理财通,19,7,6858001,1,借记卡
03060000,广发银行,广发理财通,19,7,6858009,1,借记卡
03060000,广发银行,广发理财通(银联卡),19,4,9111,1,借记卡
03060000,广发银行,广发万事达信用卡,16,6,558894,2,贷记卡
03060000,广发银行,银联标准金卡,16,6,625072,2,贷记卡
03060000,广发银行,银联标准普卡,16,6,625071,2,贷记卡
03060000,广发银行,银联公务金卡,16,6,628260,2,贷记卡
03060000,广发银行,银联公务普卡,16,6,628259,2,贷记卡
03060000,广发银行,理财通卡,19,6,621462,1,借记卡
03060000,广发银行,银联真情普卡,16,6,625805,2,贷记卡
03060000,广发银行,银联真情金卡,16,6,625806,2,贷记卡
03060000,广发银行,银联真情白金卡,16,6,625807,2,贷记卡
03060000,广发银行,银联标准普卡,16,6,625808,2,贷记卡
03060000,广发银行,银联标准金卡,16,6,625809,2,贷记卡
03060000,广发银行,银联标准白金卡,16,6,625810,2,贷记卡
03060000,广发银行,广发万事达信用卡,19,6,685800,2,贷记卡
03060000,广发银行,广发青年银行预付卡,19,6,620037,4,预付费卡
03070010,平安银行,发展借记卡,16,6,412963,1,借记卡
03070010,平安银行,国际借记卡,16,6,415752,1,借记卡
03070010,平安银行,国际借记卡,16,6,415753,1,借记卡
03070010,平安银行,聚财卡金卡,16,6,622535,1,借记卡
03070010,平安银行,聚财卡VIP金卡,16,6,622536,1,借记卡
03070010,平安银行,发展卡(银联卡),16,6,622538,1,借记卡
03070010,平安银行,聚财卡白金卡和钻石卡,16,6,622539,1,借记卡
03070010,平安银行,发展借记卡(银联卡),16,6,998800,1,借记卡
03070010,平安银行,发展借记卡,16,6,412962,1,借记卡
03070010,平安银行,聚财卡钻石卡,16,6,622983,1,借记卡
03070010,平安银行,公益预付卡,16,6,620010,4,预付费卡
03080000,招商银行,招商银行信用卡,16,6,356885,2,贷记卡
03080000,招商银行,招商银行信用卡,16,6,356886,2,贷记卡
03080000,招商银行,招商银行信用卡,16,6,356887,2,贷记卡
03080000,招商银行,招商银行信用卡,16,6,356888,2,贷记卡
03080000,招商银行,招商银行信用卡,16,6,356890,2,贷记卡
03080000,招商银行,两地一卡通,16,6,402658,1,借记卡
03080000,招商银行,招行国际卡(银联卡),16,6,410062,1,借记卡
03080000,招商银行,招商银行信用卡,16,6,439188,2,贷记卡
03080000,招商银行,VISA商务信用卡,16,6,439227,2,贷记卡
03080000,招商银行,招行国际卡(银联卡),16,6,468203,1,借记卡
03080000,招商银行,招商银行信用卡,16,6,479228,2,贷记卡
03080000,招商银行,招商银行信用卡,16,6,479229,2,贷记卡
03080000,招商银行,招行国际卡(银联卡),16,6,512425,1,借记卡
03080000,招商银行,世纪金花联名信用卡,16,6,521302,2,贷记卡
03080000,招商银行,招行国际卡(银联卡),16,6,524011,1,借记卡
03080000,招商银行,招商银行信用卡,16,6,356889,2,贷记卡
03080000,招商银行,万事达信用卡,16,6,545620,2,贷记卡
03080000,招商银行,万事达信用卡,16,6,545621,2,贷记卡
03080000,招商银行,万事达信用卡,16,6,545947,2,贷记卡
03080000,招商银行,万事达信用卡,16,6,545948,2,贷记卡
03080000,招商银行,招商银行信用卡,16,6,552534,2,贷记卡
03080000,招商银行,招商银行信用卡,16,6,552587,2,贷记卡
03080000,招商银行,招商银行信用卡,16,6,622575,2,贷记卡
03080000,招商银行,招商银行信用卡,16,6,622576,2,贷记卡
03080000,招商银行,招商银行信用卡,16,6,622577,2,贷记卡
03080000,招商银行,招商银行信用卡,16,6,622578,2,贷记卡
03080000,招商银行,招商银行信用卡,16,6,622579,2,贷记卡
03080000,招商银行,一卡通(银联卡),16,6,622580,1,借记卡
03080000,招商银行,万事达信用卡,16,6,545619,2,贷记卡
03080000,招商银行,招商银行信用卡,16,6,622581,2,贷记卡
03080000,招商银行,招商银行信用卡,16,6,622582,2,贷记卡
03080000,招商银行,一卡通(银联卡),16,6,622588,1,借记卡
03080000,招商银行,公司卡(银联卡),16,6,622598,1,借记卡
03080000,招商银行,金卡,16,6,622609,1,借记卡
03080000,招商银行,招行一卡通,15,6,690755,1,借记卡
03080000,招商银行,招行一卡通,18,6,690755,1,借记卡
03080000,招商银行,一卡通(银联卡),16,5,95555,1,借记卡
03080000,招商银行,万事达信用卡,16,6,545623,2,贷记卡
03080000,招商银行,金葵花卡,16,6,621286,1,借记卡
03080000,招商银行,电子现金卡,19,6,620520,4,预付费卡
03080000,招商银行,银联IC普卡,16,6,621483,1,借记卡
03080000,招商银行,银联IC金卡,16,6,621485,1,借记卡
03080000,招商银行,银联金葵花IC卡,16,6,621486,1,借记卡
03080000,招商银行,IC公务卡,16,6,628290,2,贷记卡
03080010,招商银行,美国运通绿卡,15,6,370285,2,贷记卡
03080010,招商银行,美国运通金卡,15,6,370286,2,贷记卡
03080010,招商银行,美国运通商务绿卡,15,6,370287,2,贷记卡
03080010,招商银行,美国运通商务金卡,15,6,370289,2,贷记卡
03080010,招商银行,VISA信用卡,16,6,439225,2,贷记卡
03080010,招商银行,MASTER信用卡,16,6,518710,2,贷记卡
03080010,招商银行,MASTER信用金卡,16,6,518718,2,贷记卡
03080010,招商银行,银联标准公务卡(金卡),16,6,628362,2,贷记卡
03080010,招商银行,VISA信用卡,16,6,439226,2,贷记卡
03080010,招商银行,银联标准财政公务卡,16,6,628262,2,贷记卡
03080010,招商银行,芯片IC信用卡,16,6,625802,2,贷记卡
03080010,招商银行,芯片IC信用卡,16,6,625803,2,贷记卡
03080344,招商银行香港分行,香港一卡通,16,6,621299,1,借记卡
03090000,兴业银行,兴业卡,16,5,90592,1,借记卡
03090000,兴业银行,兴业卡(银联卡),18,6,966666,1,借记卡
03090000,兴业银行,兴业卡(银联标准卡),18,6,622909,1,借记卡
03090000,兴业银行,兴业自然人生理财卡,18,6,622908,1,借记卡
03090000,兴业银行,兴业智能卡(银联卡),18,6,438588,1,借记卡
03090000,兴业银行,兴业智能卡,18,6,438589,1,借记卡
03090010,兴业银行,visa标准双币个人普卡,16,6,461982,2,贷记卡
03090010,兴业银行,VISA商务普卡,16,6,486493,2,贷记卡
03090010,兴业银行,VISA商务金卡,16,6,486494,2,贷记卡
03090010,兴业银行,VISA运动白金信用卡,16,6,486861,2,贷记卡
03090010,兴业银行,万事达信用卡(银联卡),16,6,523036,2,贷记卡
03090010,兴业银行,VISA信用卡(银联卡),16,6,451289,2,贷记卡
03090010,兴业银行,加菲猫信用卡,16,6,527414,2,贷记卡
03090010,兴业银行,个人白金卡,16,6,528057,2,贷记卡
03090010,兴业银行,银联信用卡(银联卡),16,6,622901,2,贷记卡
03090010,兴业银行,银联信用卡(银联卡),16,6,622902,2,贷记卡
03090010,兴业银行,银联白金信用卡,16,6,622922,2,贷记卡
03090010,兴业银行,银联标准公务卡,16,6,628212,2,贷记卡
03090010,兴业银行,VISA信用卡(银联卡),16,6,451290,2,贷记卡
03090010,兴业银行,万事达信用卡(银联卡),16,6,524070,2,贷记卡
03090010,兴业银行,银联标准贷记普卡,16,6,625084,2,贷记卡
03090010,兴业银行,银联标准贷记金卡,16,6,625085,2,贷记卡
03090010,兴业银行,银联标准贷记金卡,16,6,625086,2,贷记卡
03090010,兴业银行,银联标准贷记金卡,16,6,625087,2,贷记卡
03090010,兴业银行,兴业信用卡,16,6,548738,2,贷记卡
03090010,兴业银行,兴业信用卡,16,6,549633,2,贷记卡
03090010,兴业银行,兴业信用卡,16,6,552398,2,贷记卡
03090010,兴业银行,银联标准贷记普卡,16,6,625082,2,贷记卡
03090010,兴业银行,银联标准贷记普卡,16,6,625083,2,贷记卡
03090010,兴业银行,兴业芯片普卡,16,6,625960,2,贷记卡
03090010,兴业银行,兴业芯片金卡,16,6,625961,2,贷记卡
03090010,兴业银行,兴业芯片白金卡,16,6,625962,2,贷记卡
03090010,兴业银行,兴业芯片钻石卡,16,6,625963,2,贷记卡
03100000,上海浦东发展银行,浦发JCB金卡,16,6,356851,2,贷记卡
03100000,上海浦东发展银行,浦发JCB白金卡,16,6,356852,2,贷记卡
03100000,上海浦东发展银行,信用卡VISA普通,16,6,404738,2,贷记卡
03100000,上海浦东发展银行,信用卡VISA金卡,16,6,404739,2,贷记卡
03100000,上海浦东发展银行,浦发银行VISA年青卡,16,6,456418,2,贷记卡
03100000,上海浦东发展银行,VISA白金信用卡,16,6,498451,2,贷记卡
03100000,上海浦东发展银行,浦发万事达白金卡,16,6,515672,2,贷记卡
03100000,上海浦东发展银行,浦发JCB普卡,16,6,356850,2,贷记卡
03100000,上海浦东发展银行,浦发万事达金卡,16,6,517650,2,贷记卡
03100000,上海浦东发展银行,浦发万事达普卡,16,6,525998,2,贷记卡
03100000,上海浦东发展银行,浦发单币卡,16,6,622177,2,贷记卡
03100000,上海浦东发展银行,浦发银联单币麦兜普卡,16,6,622277,2,贷记卡
03100000,上海浦东发展银行,东方轻松理财卡,16,6,622516,1,借记卡
03100000,上海浦东发展银行,东方-轻松理财卡普卡,16,6,622517,1,借记卡
03100000,上海浦东发展银行,东方轻松理财卡,16,6,622518,1,借记卡
03100000,上海浦东发展银行,东方轻松理财智业金卡,16,6,622520,3,准贷记卡
03100000,上海浦东发展银行,东方卡(银联卡),16,6,622521,1,借记卡
03100000,上海浦东发展银行,东方卡(银联卡),16,6,622522,1,借记卡
03100000,上海浦东发展银行,东方卡(银联卡),16,6,622523,1,借记卡
03100000,上海浦东发展银行,公务卡金卡,16,6,628222,2,贷记卡
03100000,上海浦东发展银行,东方卡,16,5,84301,1,借记卡
03100000,上海浦东发展银行,东方卡,16,5,84336,1,借记卡
03100000,上海浦东发展银行,东方卡,16,6,622500,2,贷记卡
03100000,上海浦东发展银行,东方卡,16,5,84373,1,借记卡
03100000,上海浦东发展银行,公务卡普卡,16,6,628221,2,贷记卡
03100000,上海浦东发展银行,东方卡,16,5,84385,1,借记卡
03100000,上海浦东发展银行,东方卡,16,5,84390,1,借记卡
03100000,上海浦东发展银行,东方卡,16,5,87000,1,借记卡
03100000,上海浦东发展银行,东方卡,16,5,87010,1,借记卡
03100000,上海浦东发展银行,东方卡,16,5,87030,1,借记卡
03100000,上海浦东发展银行,东方卡,16,5,87040,1,借记卡
03100000,上海浦东发展银行,东方卡,16,5,84380,1,借记卡
03100000,上海浦东发展银行,东方卡,16,6,984301,1,借记卡
03100000,上海浦东发展银行,东方卡,16,6,984303,1,借记卡
03100000,上海浦东发展银行,东方卡,16,5,84361,1,借记卡
03100000,上海浦东发展银行,东方卡,16,5,87050,1,借记卡
03100000,上海浦东发展银行,浦发单币卡,16,6,622176,2,贷记卡
03100000,上海浦东发展银行,浦发联名信用卡,16,6,622276,2,贷记卡
