发卡行号,发卡行名,产品名,卡号长度,卡BIN长度,卡BIN取值,卡种代码,卡种
03100000,上海浦东发展银行,浦发银联白金卡,16,6,622228,2,贷记卡
03100000,上海浦东发展银行,轻松理财普卡,16,6,621352,1,借记卡
03100000,上海浦东发展银行,移动联名卡,16,6,621351,1,借记卡
03100000,上海浦东发展银行,轻松理财消贷易卡,16,6,621390,1,借记卡
03100000,上海浦东发展银行,轻松理财普卡(复合卡),16,6,621792,1,借记卡
03100000,上海浦东发展银行,贷记卡,16,6,625957,2,贷记卡
03100000,上海浦东发展银行,贷记卡,16,6,625958,2,贷记卡
03100000,上海浦东发展银行,东方借记卡(复合卡),16,6,621791,1,借记卡
03100000,上海浦东发展银行,东方卡,16,5,84342,1,借记卡
03100000,上海浦东发展银行,电子现金卡(IC卡),19,6,620530,4,预付费卡
03100000,上海浦东发展银行,移动浦发联名卡,16,6,625993,2,贷记卡
03100000,上海浦东发展银行,东方-标准准贷记卡,16,6,622519,3,准贷记卡
03100000,上海浦东发展银行,中国移动浦发银行联名手机卡,16,6,625831,2,贷记卡
03100000,上海浦东发展银行,轻松理财金卡(复合卡),16,6,621793,1,借记卡
03100000,上海浦东发展银行,轻松理财白金卡(复合卡),16,6,621795,1,借记卡
03100000,上海浦东发展银行,轻松理财钻石卡(复合卡),16,6,621796,1,借记卡
03110000,恒丰银行,九州IC卡,19,6,623078,1,借记卡
03114560,恒丰银行,九州借记卡(银联卡),17,6,622384,1,借记卡
03114560,恒丰银行,九州借记卡(银联卡),17,6,940034,1,借记卡
03131100,天津市商业银行,津卡,18,7,6091201,1,借记卡
03131100,天津市商业银行,银联卡(银联卡),18,6,940015,1,借记卡
03134500,齐鲁银行,齐鲁卡(银联卡),19,6,940008,1,借记卡
03134510,齐鲁银行,齐鲁卡(银联卡),19,6,622379,1,借记卡
03134560,烟台商业银行,金通卡,16,6,622886,1,借记卡
03134580,潍坊银行,鸢都卡(银联卡),16,6,622391,1,借记卡
03134580,潍坊银行,鸳都卡(银联卡),16,6,940072,1,借记卡
03134730,临沂商业银行,沂蒙卡(银联卡),19,6,622359,1,借记卡
03134730,临沂商业银行,沂蒙卡(银联卡),19,6,940066,1,借记卡
03134732,日照市商业银行,黄海卡,19,6,622857,1,借记卡
03134732,日照市商业银行,黄海卡(银联卡),19,6,940065,1,借记卡
03160000,浙商银行,商卡,19,6,621019,1,借记卡
03160000,浙商银行,商卡,19,6,622309,1,借记卡
03161100,浙商银行天津分行,商卡,19,10,6223091100,1,借记卡
03162900,浙商银行上海分行,商卡,19,10,6223092900,1,借记卡
03163310,浙商银行营业部,商卡(银联卡),19,10,6223093310,1,借记卡
03163320,浙商银行宁波分行,商卡(银联卡),19,10,6223093320,1,借记卡
03163330,浙商银行温州分行,商卡(银联卡),19,10,6223093330,1,借记卡
03163370,浙商银行绍兴分行,商卡,19,10,6223093370,1,借记卡
03163380,浙商银行义乌分行,商卡(银联卡),19,10,6223093380,1,借记卡
03166510,浙商银行成都分行,商卡(银联卡),19,10,6223096510,1,借记卡
03167910,浙商银行西安分行,商卡,19,10,6223097910,1,借记卡
03170000,渤海银行,浩瀚金卡,16,6,621268,1,借记卡
03170000,渤海银行,渤海银行公司借记卡,16,6,622684,1,借记卡
03170000,渤海银行,渤海银行借记卡,16,6,622884,1,借记卡
03170000,渤海银行,金融IC卡,16,6,621453,1,借记卡
03190001,花旗银行(中国),借记卡普卡,16,6,621062,1,借记卡
03190001,花旗银行(中国),借记卡高端卡,16,6,621063,1,借记卡
03190002,花旗银行(中国),花旗礼享卡,16,6,625076,2,贷记卡
03190002,花旗银行(中国),花旗礼享卡,16,6,625077,2,贷记卡
03190003,花旗银行(中国),花旗礼享卡,16,6,625074,2,贷记卡
03190003,花旗银行(中国),花旗礼享卡,16,6,625075,2,贷记卡
03200000,东亚银行(中国),紫荆卡,19,6,622933,1,借记卡
03200000,东亚银行(中国),显卓理财卡,19,6,622938,1,借记卡
03200000,东亚银行(中国),借记卡,19,6,623031,1,借记卡
03210000,汇丰银行(中国),汇丰中国卓越理财卡,16,6,622946,1,借记卡
03220000,渣打银行(中国),渣打银行智通借记卡,16,6,622942,1,借记卡
03220000,渣打银行(中国),渣打银行白金借记卡,16,6,622994,1,借记卡
03240000,星展银行,星展银行借记卡,19,6,621016,1,借记卡
03240000,星展银行,星展银行借记卡,19,6,621015,1,借记卡
03260000,恒生银行,恒生通财卡,16,6,622950,1,借记卡
03260000,恒生银行,恒生优越通财卡,16,6,622951,1,借记卡
03270000,友利银行(中国),友利借记卡,19,6,621060,1,借记卡
03280000,新韩银行,新韩卡,19,6,621072,1,借记卡
03290000,韩亚银行(中国),韩亚卡,16,6,621201,1,借记卡
03300000,华侨银行(中国),卓锦借记卡,16,6,621077,1,借记卡
03310000,永亨银行(中国),永亨卡,18,6,621298,1,借记卡
03320000,南洋商业银行(中国),借记卡,19,6,621213,1,借记卡
03320000,南洋商业银行(中国),财互通卡,19,6,621289,1,借记卡
03320000,南洋商业银行(中国),财互通卡,19,6,621290,1,借记卡
03320000,南洋商业银行(中国),财互通卡,19,6,621291,1,借记卡
03320000,南洋商业银行(中国),财互通卡,19,6,621292,1,借记卡
03330001,法国兴业银行(中国),法兴标准借记卡,16,6,621245,1,借记卡
03340000,大华银行(中国),尊享理财卡,19,6,621328,1,借记卡
03350000,大新银行(中国),借记卡,16,6,621277,1,借记卡
03360000,企业银行(中国),瑞卡,19,6,621651,1,借记卡
04010000,上海银行,慧通钻石卡,18,6,623183,1,借记卡
04010000,上海银行,慧通金卡,18,6,623185,1,借记卡
04010000,上海银行,私人银行卡,18,6,621005,1,借记卡
04012900,上海银行,综合保险卡,18,6,622172,1,借记卡
04012900,上海银行,申卡社保副卡(有折),18,6,622985,1,借记卡
04012900,上海银行,申卡社保副卡(无折),18,6,622987,1,借记卡
04012900,上海银行,首发纪念版IC卡,18,6,620522,1,借记卡
04012900,上海银行,白金IC借记卡,18,6,622267,1,借记卡
04012900,上海银行,慧通白金卡(配折),18,6,622278,1,借记卡
04012900,上海银行,慧通白金卡(不配折),18,6,622279,1,借记卡
04012900,上海银行,申卡(银联卡),18,6,622468,1,借记卡
04012900,上海银行,申卡借记卡,18,6,622892,1,借记卡
04012900,上海银行,银联申卡(银联卡),18,6,940021,1,借记卡
04012900,上海银行,单位借记卡,18,6,621050,1,借记卡
04012902,上海银行,申卡贷记卡,16,6,356827,2,贷记卡
04012902,上海银行,申卡贷记卡,16,6,356828,2,贷记卡
04012902,上海银行,J分期付款信用卡,16,6,356830,2,贷记卡
04012902,上海银行,申卡贷记卡,16,6,402673,2,贷记卡
04012902,上海银行,申卡贷记卡,16,6,402674,2,贷记卡
04012902,上海银行,上海申卡IC,16,6,438600,1,借记卡
04012902,上海银行,申卡贷记卡,16,6,486466,2,贷记卡
04012902,上海银行,申卡贷记卡普通卡,16,6,519498,2,贷记卡
04012902,上海银行,申卡贷记卡金卡,16,6,520131,2,贷记卡
04012902,上海银行,万事达白金卡,16,6,524031,2,贷记卡
04012902,上海银行,万事达星运卡,16,6,548838,2,贷记卡
04012902,上海银行,申卡贷记卡金卡,16,6,622148,2,贷记卡
04012902,上海银行,申卡贷记卡普通卡,16,6,622149,2,贷记卡
04012902,上海银行,安融卡,16,6,622268,2,贷记卡
04012902,上海银行,分期付款信用卡,16,6,356829,2,贷记卡
04012902,上海银行,信用卡,16,6,622300,2,贷记卡
04012902,上海银行,个人公务卡,16,6,628230,2,贷记卡
04012902,上海银行,安融卡,16,6,622269,2,贷记卡
04012902,上海银行,上海银行银联白金卡,16,6,625099,2,贷记卡
04012902,上海银行,贷记IC卡,16,6,625953,2,贷记卡
04012902,上海银行,中国旅游卡(IC普卡),16,6,625350,2,贷记卡
04012902,上海银行,中国旅游卡(IC金卡),16,6,625351,2,贷记卡
04012902,上海银行,中国旅游卡(IC白金卡),16,6,625352,2,贷记卡
04012902,上海银行,万事达钻石卡,16,6,519961,2,贷记卡
04012902,上海银行,淘宝IC普卡,16,6,625839,2,贷记卡
04023930,厦门银行,银鹭借记卡(银联卡),16,6,622393,1,借记卡
04023930,厦门银行,银鹭卡,18,7,6886592,1,借记卡
04023930,厦门银行,银联卡(银联卡),16,6,940023,1,借记卡
04023930,厦门银行,凤凰花卡,19,6,623019,1,借记卡
04023930,厦门银行,凤凰花卡,19,6,621600,1,借记卡
04031000,北京银行,京卡借记卡,16,6,421317,1,借记卡
04031000,北京银行,京卡贵宾白金卡,16,6,422161,1,借记卡
04031000,北京银行,京卡(银联卡),16,6,602969,1,借记卡
04031000,北京银行,京卡贵宾金卡,16,6,422160,1,借记卡
04031000,北京银行,京卡借记卡,16,6,621030,1,借记卡
04031000,北京银行,京卡,16,6,621420,1,借记卡
04031000,北京银行,京卡,16,6,621468,1,借记卡
04031000,北京银行,借记IC卡,16,6,623111,1,借记卡
04053910,福建海峡银行,榕城卡(银联卡),16,6,622388,1,借记卡
04053910,福建海峡银行,福州市民卡,18,6,621267,1,借记卡
04053910,福建海峡银行,福州市民卡,18,6,620043,4,预付费卡
04053910,福建海峡银行,海福卡(IC卡),18,6,623063,1,借记卡
04062410,吉林银行,君子兰一卡通(银联卡),19,6,622865,1,借记卡
04062410,吉林银行,君子兰卡(银联卡),16,6,940012,1,借记卡
04062410,吉林银行,长白山金融IC卡,19,6,623131,1,借记卡
04062418,吉林银行,信用卡,16,6,622178,2,贷记卡
04062418,吉林银行,信用卡,16,6,622179,2,贷记卡
04062418,吉林银行,公务卡,16,6,628358,2,贷记卡
04073140,镇江市商业银行,金山灵通卡(银联卡),16,6,622394,1,借记卡
04073140,镇江市商业银行,金山灵通卡(银联卡),16,6,940025,1,借记卡
04083320,宁波银行,银联标准卡,16,6,621279,1,借记卡
04083320,宁波银行,汇通借记卡,16,6,622281,1,借记卡
04083320,宁波银行,汇通卡(银联卡),16,6,622316,1,借记卡
04083320,宁波银行,明州卡,16,6,940022,1,借记卡
04083320,宁波银行,汇通借记卡,19,6,621418,1,借记卡
04083329,宁波银行,汇通国际卡银联双币卡,16,6,512431,2,贷记卡
04083329,宁波银行,汇通国际卡银联双币卡,16,6,520194,2,贷记卡
04083329,宁波银行,汇通贷记卡,16,6,622282,2,贷记卡
04083329,宁波银行,汇通卡(银联卡),16,6,622318,2,贷记卡
04100000,平安银行,新磁条借记卡,19,6,621626,1,借记卡
04100000,平安银行,平安银行IC借记卡,19,6,623058,1,借记卡
04105840,平安银行,万事顺卡,16,6,602907,1,借记卡
04105840,平安银行,平安银行借记卡,16,6,622986,1,借记卡
04105840,平安银行,平安银行借记卡,16,6,622989,1,借记卡
04105840,平安银行,万事顺借记卡,16,6,622298,1,借记卡
04115010,焦作市商业银行,月季借记卡(银联卡),19,6,622338,1,借记卡
04115010,焦作市商业银行,月季城市通(银联卡),16,6,940032,1,借记卡
04123330,温州银行,金鹿卡,16,6,621977,1,借记卡
04135810,广州银行,羊城借记卡,19,6,603445,1,借记卡
04135810,广州银行,羊城借记卡(银联卡),19,6,622467,1,借记卡
04135810,广州银行,羊城借记卡(银联卡),19,6,940016,1,借记卡
04135810,广州银行,金融IC借记卡,19,6,621463,1,借记卡
04145210,汉口银行,九通卡(银联卡),18,6,990027,1,借记卡
04145210,汉口银行,九通卡,16,6,622325,1,借记卡
04145210,汉口银行,借记卡,16,6,623029,1,借记卡
04145210,汉口银行,借记卡,16,6,623105,1,借记卡
04162640,龙江银行,金鹤卡,16,6,622475,1,借记卡
04170000,盛京银行,玫瑰卡,16,6,621244,1,借记卡
04170001,盛京银行,玫瑰IC卡,16,6,623081,1,借记卡
04170001,盛京银行,玫瑰IC卡,16,6,623108,1,借记卡
04172210,盛京银行,玫瑰卡,18,6,566666,1,借记卡
04172210,盛京银行,玫瑰卡,19,6,622455,1,借记卡
04172210,盛京银行,玫瑰卡(银联卡),19,6,940039,1,借记卡
04172211,盛京银行,玫瑰卡(银联卡),16,6,622466,2,贷记卡
04172211,盛京银行,盛京银行公务卡,16,6,628285,2,贷记卡
04184930,洛阳银行,都市一卡通(银联卡),17,6,622420,1,借记卡
04184930,洛阳银行,都市一卡通(银联卡),17,6,940041,1,借记卡
04184930,洛阳银行,--,19,6,623118,1,借记卡
04192310,辽阳银行,新兴卡(银联卡),17,6,622399,1,借记卡
04192310,辽阳银行,新兴卡(银联卡),17,6,940043,1,借记卡
04192310,辽阳银行,公务卡,16,6,628309,2,贷记卡
04192310,辽阳银行,新兴卡,19,6,623151,1,借记卡
04202220,大连银行,北方明珠卡,17,6,603708,1,借记卡
04202220,大连银行,人民币借记卡,19,6,622993,1,借记卡
04202220,大连银行,金融IC借记卡,19,6,623070,1,借记卡
04202220,大连银行,大连市社会保障卡,19,6,623069,1,借记卡
04202220,大连银行,借记IC卡,19,6,623172,1,借记卡
04202220,大连银行,借记IC卡,19,6,623173,1,借记卡
04202221,大连银行,大连市商业银行贷记卡,16,6,622383,2,贷记卡
04202221,大连银行,大连市商业银行贷记卡,16,6,622385,2,贷记卡
04202221,大连银行,银联标准公务卡,16,6,628299,2,贷记卡
04213050,苏州市商业银行,姑苏卡,19,6,603506,1,借记卡
04221210,河北银行,如意借记卡(银联卡),19,6,622498,1,借记卡
04221210,河北银行,如意借记卡(银联卡),19,6,622499,1,借记卡
04221210,河北银行,如意卡(银联卡),19,6,940046,1,借记卡
04221210,河北银行,借记IC卡,19,6,623000,1,借记卡
04233310,杭州银行,西湖卡,18,6,603367,1,借记卡
04233310,杭州银行,西湖卡,18,6,622878,1,借记卡
04233310,杭州银行,借记IC卡,18,6,623061,1,借记卡
04240001,南京银行,梅花信用卡公务卡,16,6,628242,2,贷记卡
04240001,南京银行,梅花信用卡商务卡,16,6,622595,2,贷记卡
04240001,南京银行,梅花贷记卡(银联卡),16,6,622303,2,贷记卡
04243010,南京银行,梅花借记卡(银联卡),16,6,622305,1,借记卡
04243010,南京银行,白金卡,16,6,621259,1,借记卡
04243010,南京银行,商务卡,16,6,622596,2,贷记卡
04256020,东莞市商业银行,万顺通卡(银联卡),16,6,622333,1,借记卡
04256020,东莞市商业银行,万顺通卡(银联卡),16,6,940050,1,借记卡
04256020,东莞市商业银行,万顺通借记卡,19,6,621439,1,借记卡
04256020,东莞市商业银行,社会保障卡,19,6,623010,1,借记卡
04263380,金华银行,双龙卡(银联卡),16,6,940051,1,借记卡
04263380,金华银行,公务卡,16,6,628204,2,贷记卡
04263380,金华银行,双龙借记卡,16,6,622449,1,借记卡
04263380,金华银行,双龙社保卡,16,6,623067,1,借记卡
04263380,金华银行,双龙贷记卡(银联卡),16,6,622450,2,贷记卡
04270001,乌鲁木齐市商业银行,雪莲贷记卡(银联卡),16,6,622476,2,贷记卡
04270001,乌鲁木齐市商业银行,雪莲借记IC卡,19,6,621751,1,借记卡
04270001,乌鲁木齐市商业银行,乌鲁木齐市公务卡,16,6,628278,2,贷记卡
04270001,乌鲁木齐市商业银行,雪莲准贷记卡,16,6,625135,3,准贷记卡
04270001,乌鲁木齐市商业银行,福农卡贷记卡,16,6,625502,2,贷记卡
04270001,乌鲁木齐市商业银行,福农卡准贷记卡,16,6,625503,3,准贷记卡
04278810,乌鲁木齐市商业银行,雪莲借记卡(银联卡),19,6,622143,1,借记卡
04278810,乌鲁木齐市商业银行,雪莲卡(银联卡),19,6,940001,1,借记卡
04278810,乌鲁木齐市商业银行,雪莲借记IC卡,19,6,621754,1,借记卡
04283370,绍兴银行,兰花卡(银联卡),16,6,622486,1,借记卡
04283370,绍兴银行,兰花卡,18,6,603602,1,借记卡
04283371,绍兴银行,兰花IC借记卡,16,6,623026,1,借记卡
04283371,绍兴银行,社保IC借记卡,16,6,623086,1,借记卡
04283379,绍兴银行,兰花公务卡,16,6,628291,2,贷记卡
04296510,成都银行,芙蓉锦程福农卡,19,6,621532,1,借记卡
04296510,成都银行,芙蓉锦程天府通卡,19,6,621482,1,借记卡
04296510,成都银行,锦程卡(银联卡),19,6,622135,1,借记卡
04296510,成都银行,锦程卡金卡,19,6,622152,1,借记卡
04296510,成都银行,锦程卡定活一卡通金卡,19,6,622153,1,借记卡
04296510,成都银行,锦程卡定活一卡通,19,6,622154,1,借记卡
04296510,成都银行,锦程力诚联名卡,19,6,622996,1,借记卡
04296510,成都银行,锦程力诚联名卡,19,6,622997,1,借记卡
04296510,成都银行,锦程卡(银联卡),19,6,940027,1,借记卡
04302240,抚顺银行,绿叶卡(银联卡),17,6,622442,1,借记卡
04302240,抚顺银行,启运卡,19,6,622442,1,借记卡
04302240,抚顺银行,绿叶卡(银联卡),18,6,940053,1,借记卡
04302248,抚顺银行,借记IC卡,19,6,623099,1,借记卡
04325210,宜昌市商业银行,三峡卡(银联卡),17,6,940055,1,借记卡
04325261,宜昌市商业银行,信用卡(银联卡),16,6,622397,2,贷记卡
04332350,葫芦岛市商业银行,一通卡,16,6,622398,1,借记卡
04332350,葫芦岛市商业银行,一卡通(银联卡),16,6,940054,1,借记卡
04341100,天津银行,津卡,18,6,622331,1,借记卡
04341100,天津银行,津卡贷记卡(银联卡),16,6,622426,2,贷记卡
04341100,天津银行,贷记IC卡,16,6,625995,2,贷记卡
04341101,天津银行,商务卡,16,6,628205,2,贷记卡
04354910,郑州银行,世纪一卡通(银联卡),19,6,622421,1,借记卡
04354910,郑州银行,世纪一卡通,17,6,940056,1,借记卡
04354910,郑州银行,世纪一卡通,16,5,96828,1,借记卡
